Table 1
Category,OED Code,AIR code,Name,Description,Code Range,Broad Category,,,,
Construction,5858,N/A,"Automobiles, M1","Vehicles designed and constructed for the carriage of passengers and comprising no more than eight seats in addition to the driver’s seat, and having a maximum mass (“technically permissible maximum laden mass”) not exceeding 3.5 tons",5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5858, 'Automobiles, M1', 'Vehicles designed and constructed for the carriage of passengers and comprising no more than eight seats in addition to the driver’s seat, and having a maximum mass (“technically permissible maximum laden mass”) not exceeding 3.5 tons', '5850 - 5899', 'Automobiles')",,
Construction,5859,N/A,"Buses, M2 + M3","Vehicles designed and constructed for the carriage of passengers, comprising more than eight seats in addition to the driver’s seat",5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5859, 'Buses, M2 + M3', 'Vehicles designed and constructed for the carriage of passengers, comprising more than eight seats in addition to the driver’s seat', '5850 - 5899', 'Automobiles')",,
Construction,5860,N/A,"Automobiles, M1 Low cost",M1 type vehicle with value lower than average M1 car.,5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5860, 'Automobiles, M1 Low cost', 'M1 type vehicle with value lower than average M1 car.', '5850 - 5899', 'Automobiles')",,
Construction,5861,N/A,"Automobiles, M1 High cost",M1 type vehicle with value higher than average M1 car.,5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5861, 'Automobiles, M1 High cost', 'M1 type vehicle with value higher than average M1 car.', '5850 - 5899', 'Automobiles')",,
Construction,5862,N/A,"Automobiles, M1 Large fleet",Typically a fleet from 51 up to 100 vehicles of M1 type.,5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5862, 'Automobiles, M1 Large fleet', 'Typically a fleet from 51 up to 100 vehicles of M1 type.', '5850 - 5899', 'Automobiles')",,
Construction,5863,N/A,"Automobiles, M1 Mid-size fleet",Typically a fleet from 21 up to 50 vehicles of M1 type.,5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5863, 'Automobiles, M1 Mid-size fleet', 'Typically a fleet from 21 up to 50 vehicles of M1 type.', '5850 - 5899', 'Automobiles')",,
Construction,5864,N/A,"Automobiles, M1 Small fleet",Typically a fleet with up to 20 vehicles of M1 type.,5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5864, 'Automobiles, M1 Small fleet', 'Typically a fleet with up to 20 vehicles of M1 type.', '5850 - 5899', 'Automobiles')",,
Construction,5865,N/A,"Cargo, N",Power-driven vehicles having at least four wheels and used for the carriage of goods,5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5865, 'Cargo, N', 'Power-driven vehicles having at least four wheels and used for the carriage of goods', '5850 - 5899', 'Automobiles')",,
Construction,5866,N/A,"Trailers, O",Trailers (including semi-trailers),5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5866, 'Trailers, O', 'Trailers (including semi-trailers)', '5850 - 5899', 'Automobiles')",,
Construction,5867,N/A,"Tractor trailers, OT",Tractor trailers,5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5867, 'Tractor trailers, OT', 'Tractor trailers', '5850 - 5899', 'Automobiles')",,
Construction,5868,N/A,"Mobile industrial machines, S",Self-propelled industrial machines. Trailer industrial machines. Tractor trailer industrial machines.,5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5868, 'Mobile industrial machines, S', 'Self-propelled industrial machines. Trailer industrial machines. Tractor trailer industrial machines.', '5850 - 5899', 'Automobiles')",,
Construction,5869,N/A,"Tractors, T",Agricultural and Forestry tractors,5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5869, 'Tractors, T', 'Agricultural and Forestry tractors', '5850 - 5899', 'Automobiles')",,
Construction,5870,N/A,"Cars GEC, unknown GEC",Typically a four-wheeled automotive vehicle designed for passenger transportation.,5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5870, 'Cars GEC, unknown GEC', 'Typically a four-wheeled automotive vehicle designed for passenger transportation.', '5850 - 5899', 'Automobiles')",,
Construction,5871,N/A,"Cars GEC, Compact",Typically a four-wheeled automotive vehicle designed for passenger transportation with passenger and cargo volume between 100 cu. ft. (2830 l) and 109 cu. ft. (3110 l),5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5871, 'Cars GEC, Compact', 'Typically a four-wheeled automotive vehicle designed for passenger transportation with passenger and cargo volume between 100 cu. ft. (2830 l) and 109 cu. ft. (3110 l)', '5850 - 5899', 'Automobiles')",,
Construction,5872,N/A,"Cars GEC, Large",Typically a four-wheeled automotive vehicle designed for passenger transportation with passenger and cargo volume higher than 120 cu. ft. (3400 l),5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5872, 'Cars GEC, Large', 'Typically a four-wheeled automotive vehicle designed for passenger transportation with passenger and cargo volume higher than 120 cu. ft. (3400 l)', '5850 - 5899', 'Automobiles')",,
Construction,5873,N/A,"Cars GEC, Mid-Size",Typically a four-wheeled automotive vehicle designed for passenger transportation with passenger and cargo volume between 110 cu. ft. (3110 l) and 119 cu. ft. (3395 l),5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5873, 'Cars GEC, Mid-Size', 'Typically a four-wheeled automotive vehicle designed for passenger transportation with passenger and cargo volume between 110 cu. ft. (3110 l) and 119 cu. ft. (3395 l)', '5850 - 5899', 'Automobiles')",,
Construction,5874,N/A,"Cars GEC, Pick-Up & Trucks and SUV",Pick-Up & Trucks and SUV,5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5874, 'Cars GEC, Pick-Up & Trucks and SUV', 'Pick-Up & Trucks and SUV', '5850 - 5899', 'Automobiles')",,
Construction,5875,N/A,"Cars GEC, Sub-Compact",Typically a four-wheeled automotive vehicle designed for passenger transportation with passenger and cargo volume less than 99 cu. ft. (2830 l),5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5875, 'Cars GEC, Sub-Compact', 'Typically a four-wheeled automotive vehicle designed for passenger transportation with passenger and cargo volume less than 99 cu. ft. (2830 l)', '5850 - 5899', 'Automobiles')",,
Construction,5900,265,"Marine Craft, Pleasure Boats & Yachts","Typically privately-owned boats that can be used for recreation, fishing, or cruising. This description is meant to exclude commercial vessels, such as cargo ships or tugboats. Use this construction code if the boat power/sail classification is unknown.",5900 - 5949,Marine Craft,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5900, 'Marine Craft, Pleasure Boats & Yachts', 'Typically privately-owned boats that can be used for recreation, fishing, or cruising. This description is meant to exclude commercial vessels, such as cargo ships or tugboats. Use this construction code if the boat power/sail classification is unknown.', '5900 - 5949', 'Marine Craft', '265')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5900, 'Marine Craft, Pleasure Boats & Yachts', 'Typically privately-owned boats that can be used for recreation, fishing, or cruising. This description is meant to exclude commercial vessels, such as cargo ships or tugboats. Use this construction code if the boat power/sail classification is unknown.', '5900 - 5949', 'Marine Craft')",,
Construction,5901,266,"Marine Craft, Pleasure Boats & Yachts - Power Boats",A pleasure boat that is powered only by a motor (no sails).,5900 - 5949,Marine Craft,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5901, 'Marine Craft, Pleasure Boats & Yachts - Power Boats', 'A pleasure boat that is powered only by a motor (no sails).', '5900 - 5949', 'Marine Craft', '266')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5901, 'Marine Craft, Pleasure Boats & Yachts - Power Boats', 'A pleasure boat that is powered only by a motor (no sails).', '5900 - 5949', 'Marine Craft')",,
Construction,5902,267,"Marine Craft, Pleasure Boats & Yachts - Sail Boats",A pleasure boat that is capable of being powered by wind through the use of sails. Boats that have both sails and a motor should be modeled under this code.,5900 - 5949,Marine Craft,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5902, 'Marine Craft, Pleasure Boats & Yachts - Sail Boats', 'A pleasure boat that is capable of being powered by wind through the use of sails. Boats that have both sails and a motor should be modeled under this code.', '5900 - 5949', 'Marine Craft', '267')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5902, 'Marine Craft, Pleasure Boats & Yachts - Sail Boats', 'A pleasure boat that is capable of being powered by wind through the use of sails. Boats that have both sails and a motor should be modeled under this code.', '5900 - 5949', 'Marine Craft')",,
Construction,5951,250,"Miscellaneous, Railway Property","Railway properties are composed of major components of railway systems, which include railway stations, railway tunnels, railway bridges, railway tracks, and cables along the tracks but excluding trains.",5950 - 5999,Miscellaneous,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5951, 'Miscellaneous, Railway Property', 'Railway properties are composed of major components of railway systems, which include railway stations, railway tunnels, railway bridges, railway tracks, and cables along the tracks but excluding trains.', '5950 - 5999', 'Miscellaneous', '250')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5951, 'Miscellaneous, Railway Property', 'Railway properties are composed of major components of railway systems, which include railway stations, railway tunnels, railway bridges, railway tracks, and cables along the tracks but excluding trains.', '5950 - 5999', 'Miscellaneous')",,
Construction,5952,251,"Miscellaneous, Pumping Station","Pumping stations are structures with mechanical devices that are used typically when a fluid material must be raised from a low point to a point of higher elevation, or where the topography prevents downhill gravity flow.",5950 - 5999,Miscellaneous,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5952, 'Miscellaneous, Pumping Station', 'Pumping stations are structures with mechanical devices that are used typically when a fluid material must be raised from a low point to a point of higher elevation, or where the topography prevents downhill gravity flow.', '5950 - 5999', 'Miscellaneous', '251')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5952, 'Miscellaneous, Pumping Station', 'Pumping stations are structures with mechanical devices that are used typically when a fluid material must be raised from a low point to a point of higher elevation, or where the topography prevents downhill gravity flow.', '5950 - 5999', 'Miscellaneous')",,
